EventIndex;TotalTime;RelativeTime;SkeletonId;Joint;Status;EuclideanDistance
335;14,7923176;0,2670314;7,20576E+16;WristRight;TRACKED;0,6997767
336;14,8252313;0,2999451;7,20576E+16;WristRight;TRACKED;0,6746402
337;14,8583023;0,3330161;7,20576E+16;WristRight;TRACKED;0,6807351
338;14,8923148;0,3670286;7,20576E+16;WristRight;TRACKED;0,6381321
348;15,358211;0,0329787;7,20576E+16;WristRight;TRACKED;0,007876839
349;15,4252226;0,0999903;7,20576E+16;WristRight;TRACKED;0,1322549
350;15,4582394;0,1330071;7,20576E+16;WristRight;TRACKED;0,2282579
351;15,4923188;0,1670865;7,20576E+16;WristRight;TRACKED;0,3305749
352;15,5582297;0,2329974;7,20576E+16;WristRight;TRACKED;0,5020763
353;15,5923022;0,2670699;7,20576E+16;WristRight;TRACKED;0,6348658
354;15,6582328;0,3330005;7,20576E+16;WristRight;TRACKED;0,7075645
355;15,6923102;0,3670779;7,20576E+16;WristRight;TRACKED;0,7091952
168;7,5868645;0,0658538;7,20576E+16;WristRight;TRACKED;0,04096885
169;7,6209228;0,0999121;7,20576E+16;WristRight;TRACKED;0,1159426
170;7,6539396;0,1329289;7,20576E+16;WristRight;TRACKED;0,2256949
171;7,6868729;0,1658622;7,20576E+16;WristRight;TRACKED;0,3488623
